X,Y,objectid,unique_record_id,ga_id,unique_site_id,authority,licence_no,co_located,facility_management_type,facility_infastructure_type,facility_owner,facility_name,state,address,suburb,postcode,operational_status,spatial_confidence,capture_method,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_suburb,gnaf_postcode,gnaf_confidence,gnaf_date_created,gnaf_date_last_modfied,gnaf_date_retired
122.235361,-17.9004014999999,1859,WASTWA156,,WA00120,,,YES,RECYCLING,C&D WASTE RECYCLING FACILITY,BROOME SHIRE COUNCIL,SHIRE OF BROOME REFUSE SITE,WA,LOT 228 BUCKLEYS ROAD,BILINGURR,6725,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
122.235361,-17.9004014999999,1860,WASTWA157,,WA00120,,,YES,RECYCLING,ORGANICS RECYCLING FACILITY,BROOME SHIRE COUNCIL,SHIRE OF BROOME REFUSE SITE,WA,LOT 228 BUCKLEYS ROAD,BILINGURR,6725,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
122.235361,-17.9004014999999,1861,WASTWA158,,WA00120,,,YES,RECYCLING,METALS RECOVERY FACILITY,BROOME SHIRE COUNCIL,SHIRE OF BROOME REFUSE SITE,WA,LOT 228 BUCKLEYS ROAD,BILINGURR,6725,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
122.235361,-17.9004014999999,1862,WASTWA159,,WA00120,,,YES,RECYCLING,GLASS REPROCESSING FACILITY,BROOME SHIRE COUNCIL,SHIRE OF BROOME REFUSE SITE,WA,LOT 228 BUCKLEYS ROAD,BILINGURR,6725,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
122.235361,-17.9004014999999,1863,WASTWA160,,WA00120,,,YES,RECYCLING,RUBBER RECYCLING FACILITY,BROOME SHIRE COUNCIL,SHIRE OF BROOME REFUSE SITE,WA,LOT 228 BUCKLEYS ROAD,BILINGURR,6725,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.660955,-33.841281,1864,WASTWA174,,WA00124,DWER WA,,YES,DROP-OFF,TRANSFER STATION,BROOMEHILL TAMBELLUP SHIRE COUNCIL,BROOMEHILL WASTE MANAGEMENT FACILITY,WA,LOT 5717 TIE LINE ROAD,BROOMEHILL EAST,6318,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.660955,-33.841281,1865,WASTWA175,,WA00124,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,BROOMEHILL TAMBELLUP SHIRE COUNCIL,BROOMEHILL WASTE MANAGEMENT FACILITY,WA,LOT 5717 TIE LINE ROAD,BROOMEHILL EAST,6318,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.163959,-31.907505,1866,WASTWA176,,WA00125,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,BRUCE ROCK SHIRE COUNCIL,BRUCE ROCK WASTE MANAGEMENT FACILITY,WA,DEPOT ROAD,BRUCE ROCK,6418,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.7355335,-32.5009525,1867,WASTWA177,,WA00126,,,,DROP-OFF,TRANSFER STATION,CORRIGIN SHIRE COUNCIL,BULLARING WASTE TRANSFER STATION,WA,PINGELLY ROAD,BULLARING,6373,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
119.1211532,-30.99516514,1868,WASTWA179,,WA00128,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,YILGARN SHIRE COUNCIL,BULLFINCH LANDFILL,WA,BULLFINCH-SOUTHERN CROSS ROAD,BULLFINCH,6484,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.941082,-24.647235,1869,WASTWA199,1882,WA00143,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,BURRINGURRAH COMMUNITY,BURRINGURRAH COMMUNITY WASTE MANAGEMENT FACILITY,WA,,GASCOYNE RIVER,6705,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.165712,-30.7147914999999,1870,WASTWA212,,WA00156,DWER WA,,,DISPOSAL,LANDFILL – INERT,WONGAN BALLIDU SHIRE COUNCIL,CADOUX WASTE FACILITY,WA,CADOUX RIFLE RANGE ROAD,CADOUX,6466,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.4739465,-31.10428,1871,WASTWA213,,WA00157,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,VICTORIA PLAINS SHIRE COUNCIL,CALINGIRI LANDFILL,WA,CALINGIRI-GOOMALLING ROAD,CALINGIRI,6569,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.9000365,-32.0774855,1872,WASTWA220,,WA00161,,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,CANNING CITY COUNCIL,CANNING LANDFILL,WA,LOT 502 RANFORD ROAD,CANNING VALE,6155,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.9000365,-32.0774855,1873,WASTWA221,,WA00161,DWER WA,,YES,DROP-OFF,TRANSFER STATION,CANNING CITY COUNCIL,CANNING TRANSFER STATION,WA,LOT 502 RANFORD ROAD,CANNING VALE,6155,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.9033855,-29.6868535,1874,WASTWA228,,WA00168,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,CARNAMAH SHIRE COUNCIL,CARNAMAH LANDFILL,WA,BUNJIL CARNAMAH ROAD,CARNAMAH,6517,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
113.714525,-24.8818365,1875,WASTWA232,,WA00172,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,CARNARVON SHIRE COUNCIL,BROWNS RANGE WASTE MANAGEMENT FACILITY,WA,SPEEDWAY ROAD,BROWN RANGE,6701,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.079359,-30.495889,1876,WASTWA236,,WA00176,DWER WA,,YES,DROP-OFF,TRANSFER STATION,DANDARAGAN SHIRE COUNCIL,CERVANTES WASTE MANAGEMENT FACILITY,WA,CERVANTES ROAD,CERVANTES,6511,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.079359,-30.495889,1877,WASTWA237,,WA00176,,,YES,DISPOSAL,LANDFILL – INERT,DANDARAGAN SHIRE COUNCIL,CERVANTES WASTE MANAGEMENT FACILITY,WA,CERVANTES ROAD,CERVANTES,6511,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
105.6859752,-10.4349057499999,1878,WASTWA241,1897,WA00180,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,CHRISTMAS ISLAND SHIRE COUNCIL,CHRISTMAS ISLAND LANDFILL,WA,,CHRISTMAS ISLAND,6798,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
96.8242055000001,-12.182069,1879,WASTWA250,,WA00188,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,COCOS KEELING ISLANDS SHIRE COUNCIL,RUMAH BARU WET LANDFILL,WA,RUMAH BARU ROAD WEST ISLAND,WEST ISLAND,6799,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
96.892521,-12.111843,1880,WASTWA251,305,WA00189,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,COCOS KEELING ISLANDS SHIRE COUNCIL,HOME ISLAND LANDFILL,WA,,HOME ISLAND,6799,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.1156545,-33.348693,1881,WASTWA254,,WA00192,,,,DROP-OFF,TRANSFER STATION,COLLIE SHIRE COUNCIL,COLLIE WASTE TRANSFER STATION,WA,COALFIELDS HIGHWAY,COLLIE,6225,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.174509,-33.3633199999999,1882,WASTWA262,,WA00200,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,COLLIE SHIRE COUNCIL,COLLIE LANDFILL,WA,COALFIELDS HIGHWAY,COLLIE,6225,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
122.5255035,-33.7596134999999,1883,WASTWA270,,WA00202,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,ESPERANCE SHIRE COUNCIL,CONDINGUP LANDFILL,WA,RALSTON STREET,CONDINGUP,6450,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
121.1339775,-30.9516659999999,1884,WASTWA272,,WA00204,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,COOLGARDIE SHIRE COUNCIL,COOLGARDIE WASTE FACILITY,WA,GREAT EASTERN HIGHWAY,COOLGARDIE,6429,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
113.776784,-23.1464144999999,1885,WASTWA282,,WA00214,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,CARNARVON SHIRE COUNCIL,CORAL BAY LANDFILL,WA,MAUDS LANDING ROAD,CORAL BAY,6701,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.299445,-32.374536,1886,WASTWA283,,WA00215,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,CORRIGIN SHIRE COUNCIL,BENDERING REGIONAL WASTE DISPOSAL SITE,WA,BENDERING ROAD,KONDININ,6367,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.852844,-32.332196,1887,WASTWA284,,WA00216,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,CORRIGIN SHIRE COUNCIL,CORRIGIN WASTE MANAGEMENT FACILITY,WA,BROOKTON HIGHWAY,CORRIGIN,6375,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.852844,-32.332196,1888,WASTWA285,,WA00216,,,YES,DROP-OFF,TRANSFER STATION,CORRIGIN SHIRE COUNCIL,CORRIGIN WASTE MANAGEMENT FACILITY,WA,BROOKTON HIGHWAY,CORRIGIN,6375,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
122.902384,-28.005689,1889,WASTWA287,1881,WA00218,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,COSMO NEWBERRY COMMUNITY,COSMO NEWBERRY COMMUNITY WASTE MANAGEMENT FACILITY,WA,,COSMO NEWBERY,6440,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.089287,-33.86565,1890,WASTWA289,,WA00220,,,,DROP-OFF,TRANSFER STATION,AUGUSTA MARGARET RIVER SHIRE COUNCIL,COWARAMUP TRANSFER STATION,WA,COWARAMUP BAY ROAD,COWARAMUP,6284,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.5639375,-34.2935965,1891,WASTWA292,,WA00222,DWER WA,,,DISPOSAL,LANDFILL – INERT,CRANBROOK SHIRE COUNCIL,CRANBROOK WASTE FACILITY,WA,RUBBISH TIP ROAD,CRANBROOK,6321,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.1610465,-32.8152509999999,1892,WASTWA294,,WA00224,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,CUBALLING SHIRE COUNCIL,POPANYINNING LANDFILL,WA,BRUNDELL STREET,CUBALLING,6311,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.902073,-27.440167,1893,WASTWA295,,WA00225,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,CUE SHIRE COUNCIL,CUE LANDFILL,WA,CUE-WANDINONG ROAD,CUE,6640,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.243661,-31.6484389999999,1894,WASTWA298,,WA00228,,,,DROP-OFF,TRANSFER STATION,CUNDERDIN SHIRE COUNCIL,CUNDERDIN TRANSFER STATION,WA,LOT 20 CENTENARY WAY,CUNDERDIN,6407,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.5192465,-30.2876295,1895,WASTWA301,,WA00231,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,DALWALLINU SHIRE COUNCIL,DALWALLINU LANDFILL,WA,DALWALLINU WEST ROAD,DALWALLINU,6609,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.694208,-30.667024,1896,WASTWA307,,WA00237,DWER WA,,YES,DISPOSAL,LANDFILL – INERT,DANDARAGAN SHIRE COUNCIL,DANGARAGAN WASTE MANAGEMENT FACILITY,WA,GOLF DRIVE,DANDARAGAN,6507,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.694208,-30.667024,1897,WASTWA308,,WA00237,,,YES,DROP-OFF,TRANSFER STATION,DANDARAGAN SHIRE COUNCIL,DANGARAGAN WASTE MANAGEMENT FACILITY,WA,GOLF DRIVE,DANDARAGAN,6507,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
123.647231,-17.3304975,1898,WASTWA325,,WA00249,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,DERBY WEST KIMBERLEY SHIRE COUNCIL,DERBY WASTE MANAGEMENT FACILITY,WA,STEEL STREET,DERBY,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
122.906426,-16.518501,1899,WASTWA330,1880,WA00253,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,DJARINDJIN COMMUNITY,DJARINDJIN COMMUNITY WASTE MANAGEMENT FACILITY,WA,,DAMPIER PENINSULA,6725,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
125.504347,-18.984816,1900,WASTWA331,1879,WA00254,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,DJUGERARI COMMUNITY,DJUGERARI COMMUNITY WASTE MANAGEMENT FACILITY,WA,,ST GEORGE RANGES,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.8169115,-33.5948349999999,1901,WASTWA333,,WA00256,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,DONNYBROOK BALINGUP SHIRE COUNCIL,DONNYBROOK WASTE MANAGEMENT FACILITY (CLASS II PUT,WA,GOODWOOD ROAD,PAYNEDALE,6239,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.0977185,-31.1410475,1902,WASTWA335,,WA00258,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,DOWERIN SHIRE COUNCIL,AMERY REFUSE SITE,WA,CNR DOWERIN/KALANNIE ROADS,MINNIVALE,6462,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.0977185,-31.1410475,1903,WASTWA336,,WA00258,,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,DOWERIN SHIRE COUNCIL,AMERY REFUSE SITE,WA,CNR DOWERIN/KALANNIE ROADS,MINNIVALE,6462,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.0977185,-31.1410475,1904,WASTWA337,,WA00258,,,YES,RECYCLING,METALS RECOVERY FACILITY,DOWERIN SHIRE COUNCIL,AMERY REFUSE SITE,WA,CNR DOWERIN/KALANNIE ROADS,MINNIVALE,6462,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.748628,-33.3430415,1905,WASTWA339,,WA00260,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,DUMBLEYUNG SHIRE COUNCIL,DUMBLEYUNG WASTE FACILITY,WA,DUMBLEYUNG SOUTH ROAD (RIFLE RANGE ROAD),DUMBLEYUNG,6350,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.748628,-33.3430415,1906,WASTWA340,,WA00260,,,YES,RECYCLING,MATERIALS RECOVERY FACILITY (MRF),DUMBLEYUNG SHIRE COUNCIL,DUMBLEYUNG WASTE FACILITY,WA,DUMBLEYUNG SOUTH ROAD (RIFLE RANGE ROAD),DUMBLEYUNG,6350,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.748628,-33.3430415,1907,WASTWA341,,WA00260,,,YES,RECYCLING,METALS RECOVERY FACILITY,DUMBLEYUNG SHIRE COUNCIL,DUMBLEYUNG WASTE FACILITY,WA,DUMBLEYUNG SOUTH ROAD (RIFLE RANGE ROAD),DUMBLEYUNG,6350,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.7757595,-33.5167645,1908,WASTWA344,,WA00263,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,WEST ARTHUR SHIRE COUNCIL,DURANILLIN WASTE MANAGEMENT FACILITY,WA,BOWELLING-DURANILLIN ROAD,DURANILLIN,6393,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.7757595,-33.5167645,1909,WASTWA345,,WA00263,,,YES,DROP-OFF,TRANSFER STATION,WEST ARTHUR SHIRE COUNCIL,DURANILLIN WASTE MANAGEMENT FACILITY,WA,BOWELLING-DURANILLIN ROAD,DURANILLIN,6393,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.081104,-32.7168409999999,1910,WASTWA346,,WA00264,DWER WA,,,DROP-OFF,TRANSFER STATION,MURRAY SHIRE COUNCIL,DWELLINGUP TRANSFER STATION,WA,HOLYOAKE ROAD,DWELLINGUP,6213,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.2758375,-29.819959,1911,WASTWA364,,WA00282,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,CARNAMAH SHIRE COUNCIL,ENEABBA LANDFILL,WA,MINERAL SANDS ROAD,ENEABBA,6518,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
125.524451,-18.1712874999999,1912,WASTWA373,,WA00291,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,DERBY WEST KIMBERLEY SHIRE COUNCIL,FITZROY CROSSING WASTE MANAGEMENT FACILITY,WA,MANGKURLA ROAD,KING LEOPOLD RANGES,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.0793085,-34.373187,1913,WASTWA385,,WA00303,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,CRANBROOK SHIRE COUNCIL,FRANKLAND RIVER WASTE FACILITY,WA,RACECOURSE ROAD,FRANKLAND RIVER,6396,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.764897,-32.0531604999999,1914,WASTWA387,,WA00305,,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,FREMANTLE CITY COUNCIL,FREMANTLE RECYCLING CENTRE,WA,KNUTSFORD STREET,FREMANTLE,6160,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.764897,-32.0531604999999,1915,WASTWA388,,WA00305,,,YES,RECYCLING,ORGANICS RECYCLING FACILITY,FREMANTLE CITY COUNCIL,FREMANTLE RECYCLING CENTRE,WA,KNUTSFORD STREET,FREMANTLE,6160,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.764897,-32.0531604999999,1916,WASTWA389,,WA00305,,,YES,RECYCLING,RUBBER RECYCLING FACILITY,FREMANTLE CITY COUNCIL,FREMANTLE RECYCLING CENTRE,WA,KNUTSFORD STREET,FREMANTLE,6160,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.764897,-32.0531604999999,1917,WASTWA390,,WA00305,,,YES,RECYCLING,GLASS REPROCESSING FACILITY,FREMANTLE CITY COUNCIL,FREMANTLE RECYCLING CENTRE,WA,KNUTSFORD STREET,FREMANTLE,6160,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.764897,-32.0531604999999,1918,WASTWA391,,WA00305,,,YES,DROP-OFF,CONTAINER DEPOSIT SCHEME DROP-OFF FACILITY,FREMANTLE CITY COUNCIL,FREMANTLE RECYCLING CENTRE,WA,KNUTSFORD STREET,FREMANTLE,6160,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.764897,-32.0531604999999,1919,WASTWA392,,WA00306,,,YES,DROP-OFF,TRANSFER STATION,FREMANTLE CITY COUNCIL,FREMANTLE RECYCLING CENTRE,WA,MONTREAL STREET,FREMANTLE,6160,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.764897,-32.0531604999999,1920,WASTWA393,,WA00306,,,YES,REUSE,REUSE SHOP,FREMANTLE CITY COUNCIL,FREMANTLE REUSE SHOP,WA,MONTREAL STREET,FREMANTLE,6160,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.913127,-31.384719,1921,WASTWA405,,WA00316,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,GINGIN SHIRE COUNCIL,GINGIN WASTE MANAGEMENT FACILITY,WA,COCKRAM ROAD,LENNARD BROOK,6503,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
126.764867,-18.7188429999999,1922,WASTWA409,1878,WA00320,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,GIRRIYOOWA COMMUNITY,GIRRIYOOWA COMMUNITY WASTE MANAGEMENT FACILITY,WA,,MUELLER RANGES,6770,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.0250445,-33.975715,1923,WASTWA411,,WA00322,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,GNOWANGERUP SHIRE COUNCIL,GNOWANGERUP WASTE FACILITY,WA,AIRPORT ROAD,PALLINUP,6335,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
127.6453395,-18.234388,1924,WASTWA419,,WA00330,,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,HALLS CREEK SHIRE COUNCIL,HALLS CREEK TIP,WA,LOT 59 GREAT NORTHERN HIGHWAY,HALLS CREEK,6770,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
127.6453395,-18.234388,1925,WASTWA420,,WA00330,DWER WA,,YES,DROP-OFF,TRANSFER STATION,HALLS CREEK SHIRE COUNCIL,HALLS CREEK WASTE FACILITY,WA,LOT 59 GREAT NORTHERN HIGHWAY,HALLS CREEK,6770,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.7991185,-33.0596355,1926,WASTWA427,,WA00337,,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,HARVEY SHIRE COUNCIL,RICHARDSON ROAD WASTE FACILITY,WA,RICHARDSON ROAD,UDUC,6220,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.7991185,-33.0596355,1927,WASTWA428,,WA00337,,,YES,DROP-OFF,TRANSFER STATION,HARVEY SHIRE COUNCIL,RICHARDSON ROAD WASTE FACILITY,WA,RICHARDSON ROAD,UDUC,6220,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.017908,-31.9173984999999,1928,WASTWA436,,WA00344,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MOLTONI INFRA TECH PTY LTD,MIDLAND ROAD LANDFILL,WA,MIDLAND ROAD,HAZELMERE,6055,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.793116,-32.1672124999999,1929,WASTWA446,,WA00351,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,RCG PTY LTD,NINE MILE QUARRY,WA,ROCKINGHAM ROAD,WATTLEUP,6166,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.879226,-32.4379519999999,1930,WASTWA474,,WA00372,,,,DROP-OFF,TRANSFER STATION,KONDININ SHIRE COUNCIL,HYDEN TRANSFER STATION ,WA,ALYMORE ROAD,HYDEN,6359,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
125.451685,-17.1501739999999,1931,WASTWA475,1877,WA00373,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,IMINTJI COMMUNITY,IMINTJI COMMUNITY WASTE MANAGEMENT FACILITY,WA,,KING LEOPOLD RANGES,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
121.686071,-32.117251,1932,WASTWA479,1876,WA00377,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,IRAGUL COMMUNITY,IRAGUL COMMUNITY WASTE MANAGEMENT FACILITY,WA,,NORSEMAN,6443,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
124.008367,-18.0135969999999,1933,WASTWA484,1875,WA00381,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,JARLMADANGAH BURRU COMMUNITY,JARLMADANGAH BURRU COMMUNITY WASTE MANAGEMENT FACI,WA,,JARLMADANGAH BURRU,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.910346,-33.966942,1934,WASTWA486,,WA00383,DWER WA,,YES,DROP-OFF,TRANSFER STATION,JERRAMUNGUP SHIRE COUNCIL,JERRAMUNGUP TRANSFER STATION,WA,CHITTOWURUP ROAD,JERRAMUNGUP,6337,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.910346,-33.966942,1935,WASTWA487,,WA00383,,,YES,DISPOSAL,LANDFILL – INERT,JERRAMUNGUP SHIRE COUNCIL,JERRAMUNGUP TRANSFER STATION,WA,CHITTOWURUP ROAD,JERRAMUNGUP,6337,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
120.756988,-23.36682,1936,WASTWA488,1874,WA00384,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,JIGALONG COMMUNITY,JIGALONG COMMUNITY WASTE MANAGEMENT FACILITY,WA,,NEWMAN,6753,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
124.643111,-17.8876109999999,1937,WASTWA489,1873,WA00385,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,JIMBALAKUDUNJ COMMUNITY,JIMBALAKUDUNJ COMMUNITY WASTE MANAGEMENT FACILITY,WA,,CAMBALLIN,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
128.700514,-15.8736309999999,1938,WASTWA490,1872,WA00386,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,JIMBILUM COMMUNITY,JIMBILUM COMMUNITY WASTE MANAGEMENT FACILITY,WA,,KUNUNURRA,6743,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
